Season,Rk,Conference,Schls,W,L,W-L%,SRS,SOS,AP,NCAA,FF,Regular Season Champ,Tournament Champ
2016,27,Patriot League,10,146,173,.458,-8.55,-6.21,0,1,0,Bucknell,Holy Cross
28,America East Conference,9,137,153,.472,-8.83,-6.24,0,1,0,Stony Brook,Stony Brook
2016,29,Southland Conference,13,186,221,.457,-10.68,-6.56,0,1,0,Stephen F. Austin,Stephen F. Austin
2016,30,Northeast Conference,10,133,182,.422,-12.87,-8.79,0,1,0,Wagner,Fairleigh Dickinson
2016,31,Southwest Athletic Conference,10,130,194,.401,-13.98,-8.48,0,1,0,Texas Southern,Southern
2016,32,Mid-Eastern Athletic Conference,13,165,250,.398,-14.26,-8.14,0,1,0,Hampton,Hampton
2017,1,Big 12 Conference,10,215,131,.621,17.44,11.26,1,6,0,Kansas,Iowa State
2017,2,Atlantic Coast Conference,15,320,196,.620,14.66,9.67,0,9,1,North Carolina,Duke
2017,3,Big East Conference,10,203,135,.601,13.19,9.11,1,7,0,Villanova,Villanova
2017,4,Big Ten Conference,14,288,192,.600,12.64,8.75,0,7,0,Purdue,Michigan
2017,5,Southeastern Conference,14,274,202,.576,11.72,8.82,0,5,1,Kentucky,Kentucky
2017,6,Pac-12 Conference,12,238,168,.586,9.33,6.73,1,4,1,Arizona Oregon,Arizona
2017,7,American Athletic Conference,11,199,163,.550,6.20,4.11,0,2,0,Southern Methodist,Southern Methodist
2017,8,Atlantic 10 Conference,14,250,211,.542,3.80,2.66,0,3,0,Dayton,Rhode Island
2017,9,Missouri Valley Conference,10,172,155,.526,3.48,2.62,0,1,0,Illinois State Wichita State,Wichita State
2017,10,West Coast Conference,10,184,147,.556,3.01,1.94,0,2,1,Gonzaga,Gonzaga
2017,11,Mountain West Conference,11,202,162,.555,2.95,1.92,0,1,0,Nevada,Nevada
2017,12,Colonial Athletic Association,10,171,156,.523,-1.22,-1.27,0,1,0,UNC Wilmington,UNC Wilmington
2017,13,Mid-American Conference,12,211,185,.533,-1.26,-1.67,0,1,0,Akron (East) Ball State (West) Western Michigan (West),Kent State
2017,14,Sun Belt Conference,12,217,189,.534,-2.80,-2.60,0,1,0,UT Arlington,Troy
2017,15,Ivy League,8,111,117,.487,-3.17,-2.50,0,1,0,Princeton,Princeton
2017,16,Conference USA,14,224,228,.496,-3.26,-2.42,0,1,0,Middle Tennessee,Middle Tennessee
2017,17,Summit League,9,143,141,.504,-3.30,-1.85,0,1,0,South Dakota,South Dakota State
2017,18,Southern Conference,10,172,160,.518,-3.60,-2.17,0,1,0,East Tennessee State Furman UNC Greensboro,East Tennessee State
2017,19,Horizon League,10,169,164,.508,-3.63,-2.42,0,1,0,Oakland Valparaiso,Northern Kentucky
2017,20,Metro Atlantic Athletic Conference,11,179,186,.490,-4.32,-3.32,0,1,0,Monmouth,Iona
2017,21,Western Athletic Conference,8,139,124,.529,-4.37,-2.66,0,1,0,Cal State Bakersfield,New Mexico State
2017,22,Patriot League,10,151,169,.472,-5.00,-3.52,0,1,0,Bucknell,Bucknell
2017,23,Ohio Valley Conference,12,182,196,.481,-5.19,-3.34,0,1,0,Belmont (East) Tennessee-Martin (West),Jacksonville State
2017,24,America East Conference,9,148,147,.502,-6.66,-5.01,0,1,0,Vermont,Vermont
2017,25,Atlantic Sun Conference,8,131,131,.500,-7.21,-4.85,0,1,0,Florida Gulf Coast,Florida Gulf Coast
2017,26,Big West Conference,9,126,160,.441,-7.63,-3.78,0,1,0,UC Irvine,UC Davis
2017,27,Big Sky Conference,12,174,210,.453,-7.72,-5.16,0,1,0,North Dakota,North Dakota
2017,28,Southland Conference,13,202,209,.491,-9.35,-5.82,0,1,0,New Orleans,New Orleans
2017,29,Big South Conference,10,160,165,.492,-9.36,-6.04,0,1,0,UNC Asheville Winthrop,Winthrop
2017,30,Northeast Conference,10,133,186,.417,-10.26,-6.52,0,1,0,Mount St. Mary's,Mount St. Mary's
2017,31,Mid-Eastern Athletic Conference,13,156,259,.376,-16.34,-9.42,0,1,0,North Carolina Central,North Carolina Central
2017,32,Southwest Athletic Conference,10,123,199,.382,-17.06,-10.16,0,1,0,Texas Southern,Texas Southern
2018,1,Big 12 Conference,10,220,130,.629,15.16,9.83,0,7,1,Kansas,Kansas
2018,2,Big East Conference,10,213,128,.625,14.22,9.28,0,6,1,Xavier,Villanova
2018,3,Atlantic Coast Conference,15,315,200,.612,13.38,8.51,0,9,0,Virginia,Virginia
2018,4,Big Ten Conference,14,289,189,.605,13.01,7.99,0,4,1,Michigan State,Michigan
2018,5,Southeastern Conference,14,286,193,.597,13.00,9.34,0,8,0,Auburn Tennessee,Kentucky
2018,6,Pac-12 Conference,12,231,172,.573,8.61,6.15,1,3,0,Arizona,Arizona
2018,7,American Athletic Conference,12,224,168,.571,5.58,3.41,0,3,0,Cincinnati,Cincinnati
2018,8,Mountain West Conference,11,198,163,.548,4.43,3.05,0,2,0,Nevada,San Diego State
2018,9,Missouri Valley Conference,10,186,145,.562,2.43,1.61,0,1,1,Loyola (IL),Loyola (IL)
2018,10,Atlantic 10 Conference,14,232,224,.509,2.26,1.99,0,3,0,Rhode Island,Davidson
2018,11,West Coast Conference,10,180,159,.531,1.83,1.43,0,1,0,Gonzaga,Gonzaga
2018,12,Conference USA,14,245,221,.526,0.22,0.20,0,1,0,Middle Tennessee,Marshall
2018,13,Mid-American Conference,12,219,181,.548,-2.01,-1.88,0,1,0,Buffalo (East) Toledo (West),Buffalo
2018,14,Summit League,8,134,122,.523,-2.89,-1.41,0,1,0,South Dakota State,South Dakota State
2018,15,Sun Belt Conference,12,201,194,.509,-2.96,-2.68,0,1,0,Louisiana,Georgia State
2018,16,Colonial Athletic Association,10,167,156,.517,-3.06,-2.14,0,1,0,College of Charleston Northeastern,College of Charleston
2018,17,Big Sky Conference,12,198,195,.504,-3.55,-2.00,0,1,0,Montana,Montana
2018,18,Western Athletic Conference,8,133,130,.506,-3.81,-1.77,0,1,0,New Mexico State,New Mexico State
2018,19,Big West Conference,9,139,148,.484,-4.20,-1.68,0,1,0,UC Davis,Cal State Fullerton
2018,20,Ivy League,8,109,125,.466,-4.65,-3.07,0,1,0,Harvard Pennsylvania,Pennsylvania
2018,21,Metro Atlantic Athletic Conference,11,164,191,.462,-4.80,-3.48,0,1,0,Canisius Rider,Iona
2018,22,Southern Conference,10,168,161,.511,-5.23,-3.38,0,1,0,UNC Greensboro,UNC Greensboro
2018,23,Ohio Valley Conference,12,190,191,.499,-5.25,-3.54,0,1,0,Murray State,Murray State
2018,24,America East Conference,9,145,147,.497,-5.62,-4.40,0,1,0,Vermont,Maryland-Baltimore County
2018,25,Horizon League,10,154,177,.465,-5.88,-3.58,0,1,0,Northern Kentucky,Wright State
2018,26,Big South Conference,10,164,166,.497,-7.38,-5.26,0,1,0,UNC Asheville,Radford
2018,27,Patriot League,10,145,169,.462,-7.77,-5.83,0,1,0,Bucknell,Bucknell
2018,28,Atlantic Sun Conference,8,118,140,.457,-9.15,-4.72,0,1,0,Florida Gulf Coast,Lipscomb
2018,29,Southland Conference,13,201,215,.483,-9.29,-5.77,0,1,0,Nicholls State Southeastern Louisiana,Stephen F. Austin
2018,30,Northeast Conference,10,146,174,.456,-9.84,-6.89,0,1,0,Wagner,Long Island University
2018,31,Southwest Athletic Conference,10,116,211,.355,-15.97,-8.63,0,1,0,Grambling,Texas Southern
2018,32,Mid-Eastern Athletic Conference,13,162,265,.379,-16.74,-9.52,0,1,0,Bethune-Cookman Hampton Savannah State,North Carolina Central
2019,1,Big Ten Conference,14,290,195,.598,15.12,10.82,0,8,1,Michigan State Purdue,Michigan State
2019,2,Big 12 Conference,10,216,137,.612,14.82,10.54,0,6,1,Kansas State Texas Tech,Iowa State
2019,3,Atlantic Coast Conference,15,316,198,.615,14.17,9.06,0,7,1,North Carolina Virginia,Duke
2019,4,Southeastern Conference,14,283,197,.590,12.73,9.29,0,7,1,Louisiana State,Auburn
2019,5,Big East Conference,10,202,142,.587,9.92,6.96,0,4,0,Villanova,Villanova
2019,6,Pac-12 Conference,12,217,181,.545,7.07,5.25,0,3,0,Washington,Oregon
2019,7,American Athletic Conference,12,239,169,.586,7.03,4.21,0,4,0,Houston,Cincinnati
2019,8,West Coast Conference,10,191,142,.574,4.99,2.24,0,2,0,Gonzaga,Saint Mary's (CA)
2019,9,Mid-American Conference,12,226,172,.568,3.00,1.60,0,1,0,Buffalo (East) Toledo (West),Buffalo
2019,10,Mountain West Conference,11,183,175,.511,1.49,1.12,0,2,0,Nevada Utah State,Utah State
2019,11,Atlantic 10 Conference,14,235,227,.509,1.47,0.83,0,2,0,Virginia Commonwealth,Saint Louis
2019,12,Missouri Valley Conference,10,171,159,.518,-0.69,-0.23,0,1,0,Drake Loyola (IL),Bradley
2019,13,Southern Conference,10,178,150,.543,-0.71,-0.60,0,1,0,Wofford,Wofford
2019,14,Ivy League,8,132,109,.548,-1.46,-1.58,0,1,0,Harvard Yale,Yale
2019,15,Sun Belt Conference,12,204,190,.518,-1.74,-1.14,0,1,0,Georgia State,Georgia State
2019,16,Conference USA,14,244,217,.529,-1.76,-1.10,0,1,0,Old Dominion,Old Dominion
2019,17,Western Athletic Conference,9,161,142,.531,-3.01,-2.14,0,1,0,New Mexico State,New Mexico State
2019,18,Horizon League,10,158,173,.477,-3.34,-1.66,0,1,0,Northern Kentucky Wright State,Northern Kentucky
2019,19,Colonial Athletic Association,10,163,165,.497,-4.53,-3.12,0,1,0,Hofstra,Northeastern
2019,20,Big West Conference,9,142,153,.481,-4.77,-2.74,0,1,0,UC Irvine,UC Irvine
2019,21,Atlantic Sun Conference,9,145,155,.483,-5.36,-2.55,0,1,0,Liberty Lipscomb,Liberty
2019,22,Summit League,9,136,150,.476,-5.49,-3.38,0,1,0,South Dakota State,North Dakota State
2019,23,Patriot League,10,157,163,.491,-5.57,-4.61,0,1,0,Bucknell Colgate,Colgate
2019,24,Ohio Valley Conference,12,190,192,.497,-5.82,-3.73,0,2,0,Belmont Murray State,Murray State
2019,25,Big South Conference,11,181,183,.497,-6.03,-4.25,0,1,0,Campbell Radford,Gardner-Webb
2019,26,America East Conference,9,137,155,.469,-8.04,-5.55,0,1,0,Vermont,Vermont
2019,27,Big Sky Conference,11,170,186,.478,-8.25,-5.81,0,1,0,Montana,Montana
2019,28,Metro Atlantic Athletic Conference,11,150,203,.425,-9.08,-6.58,0,1,0,Iona,Iona
2019,29,Southland Conference,13,198,217,.477,-10.05,-6.10,0,1,0,Sam Houston State,Abilene Christian
2019,30,Northeast Conference,10,148,174,.460,-10.81,-7.47,0,1,0,Fairleigh Dickinson Saint Francis (PA),Fairleigh Dickinson
2019,31,Southwest Athletic Conference,10,129,200,.392,-14.78,-8.26,0,1,0,Prairie View,Prairie View
2019,32,Mid-Eastern Athletic Conference,12,151,238,.388,-16.00,-9.20,0,1,0,Norfolk State,North Carolina Central
2020,1,Big Ten Conference,14,255,181,.585,15.12,10.49,1,0,0,Maryland Michigan State Wisconsin,
2020,2,Big 12 Conference,10,188,125,.601,14.40,10.02,1,0,0,Kansas,
2020,3,Big East Conference,10,195,117,.625,13.66,9.19,1,0,0,Creighton Seton Hall Villanova,
2020,4,Pac-12 Conference,12,226,152,.598,11.47,7.66,0,0,0,Oregon,
2020,5,Atlantic Coast Conference,15,276,197,.584,11.06,7.73,0,0,0,Florida State,
2020,6,Southeastern Conference,14,254,183,.581,10.76,7.36,0,0,0,Kentucky,
2020,7,American Athletic Conference,12,213,155,.579,8.10,4.75,0,0,0,Cincinnati Houston Tulsa,
2020,8,West Coast Conference,10,191,136,.584,5.79,3.33,1,0,0,Gonzaga,Gonzaga
2020,9,Mountain West Conference,11,190,162,.540,5.24,4.02,0,0,0,San Diego State,Utah State
2020,10,Atlantic 10 Conference,14,244,189,.564,4.73,2.69,0,0,0,Dayton,
2020,11,Missouri Valley Conference,10,177,147,.546,1.95,0.96,0,0,0,Northern Iowa,Bradley
2020,12,Mid-American Conference,12,211,169,.555,0.14,-0.51,0,0,0,Akron (East) Ball State (West) Northern Illinois (West),
2020,13,Conference USA,14,225,213,.514,-0.24,-0.10,0,0,0,North Texas,
2020,14,Sun Belt Conference,12,197,185,.516,-0.78,-0.34,0,0,0,Little Rock,
2020,15,Southern Conference,10,178,147,.548,-1.62,-1.73,0,0,0,East Tennessee State,East Tennessee State
2020,16,Ivy League,8,114,112,.504,-2.15,-1.77,0,0,0,Yale,
2020,17,Colonial Athletic Association,10,168,156,.519,-3.06,-2.43,0,0,0,Hofstra,Hofstra
2020,18,Big Sky Conference,11,174,168,.509,-3.07,-2.08,0,0,0,Eastern Washington,
2020,19,Big West Conference,9,134,148,.475,-4.26,-1.87,0,0,0,UC Irvine,
2020,20,Summit League,9,141,142,.498,-4.29,-2.68,0,0,0,North Dakota State South Dakota State,North Dakota State
2020,21,Horizon League,10,153,171,.472,-6.04,-3.70,0,0,0,Wright State,Northern Kentucky
2020,22,Metro Atlantic Athletic Conference,11,157,180,.466,-6.83,-5.64,0,0,0,Siena,
2020,23,America East Conference,9,141,145,.493,-6.96,-5.06,0,0,0,Vermont,
2020,24,Western Athletic Conference,9,130,141,.480,-7.12,-4.05,0,0,0,New Mexico State,
2020,25,Patriot League,10,153,166,.480,-7.35,-5.55,0,0,0,Colgate,Boston University
2020,26,Ohio Valley Conference,12,180,202,.471,-7.62,-5.54,0,0,0,Belmont Murray State,Belmont
2020,27,Atlantic Sun Conference,9,130,155,.456,-7.85,-4.83,0,0,0,Liberty North Florida,Liberty
2020,28,Northeast Conference,11,159,189,.457,-9.04,-6.32,0,0,0,Merrimack,Robert Morris
2020,29,Southland Conference,13,188,214,.468,-9.42,-5.92,0,0,0,Stephen F. Austin,
2020,30,Big South Conference,11,166,189,.468,-9.86,-6.81,0,0,0,Radford Winthrop,Winthrop
2020,31,Mid-Eastern Athletic Conference,11,131,208,.386,-14.34,-8.36,0,0,0,North Carolina Central,
2020,32,Southwest Athletic Conference,10,122,190,.391,-14.97,-8.14,0,0,0,Prairie View,
2121,1,Big Ten Conference,14,227,172,.569,14.91,11.89,1,9,0,Michigan,Illinois
2121,2,Pac-12 Conference,12,193,150,.563,11.89,9.86,0,5,1,Oregon,Oregon State
2121,3,Big 12 Conference,10,165,116,.587,11.74,8.94,1,7,1,Baylor,Texas
2121,4,Southeastern Conference,14,212,163,.565,11.18,8.48,1,6,0,Alabama,Alabama
2121,5,Big East Conference,11,152,125,.549,10.56,8.73,0,4,0,Villanova,Georgetown
2121,6,Atlantic Coast Conference,15,201,164,.551,10.17,8.22,0,7,0,Virginia,Georgia Tech
2121,7,American Athletic Conference,11,141,107,.569,6.77,5.54,0,2,1,Wichita State,Houston
2121,8,West Coast Conference,10,134,96,.583,5.24,5.06,1,2,1,Gonzaga,Gonzaga
2121,9,Atlantic 10 Conference,14,151,142,.515,3.54,3.10,0,2,0,St. Bonaventure,St. Bonaventure
2121,10,Missouri Valley Conference,10,144,124,.537,1.22,0.86,0,2,0,Loyola (IL),Loyola (IL)
2121,11,Mountain West Conference,11,152,131,.537,-0.05,0.68,0,2,0,San Diego State,San Diego State
2121,12,Conference USA,14,201,162,.554,-0.76,-1.35,0,1,0,Western Kentucky (East) Louisiana Tech (West),North Texas
2121,13,Southern Conference,10,144,111,.565,-1.02,-1.42,0,1,0,UNC Greensboro,UNC Greensboro
2121,14,Patriot League,10,81,78,.509,-2.86,-2.51,0,1,0,Lafayette (Central) Colgate (North) Navy (South),Colgate
2121,15,Mid-American Conference,12,141,138,.505,-3.22,-1.97,0,1,0,Toledo,Ohio
2121,16,Big West Conference,11,122,116,.513,-3.43,-2.10,0,1,0,UC Santa Barbara,UC Santa Barbara
2121,17,Colonial Athletic Association,10,92,95,.492,-4.83,-3.54,0,1,0,James Madison Northeastern,Drexel
2121,18,Big Sky Conference,11,129,125,.508,-5.63,-3.91,0,1,0,Southern Utah,Eastern Washington
2121,19,Summit League,9,97,125,.437,-5.98,-2.98,0,1,0,South Dakota State,Oral Roberts
2121,20,America East Conference,10,89,97,.478,-6.51,-5.38,0,1,0,Maryland-Baltimore County Vermont,Hartford
2121,21,Sun Belt Conference,12,169,143,.542,-6.62,-5.73,0,1,0,Georgia State (East) Texas State (West),Appalachian State
2121,22,Atlantic Sun Conference,9,111,107,.509,-7.61,-5.59,0,1,0,Liberty,Liberty
2121,23,Metro Atlantic Athletic Conference,11,110,116,.487,-7.88,-7.43,0,1,0,Monmouth Siena,Iona
2121,24,Horizon League,12,137,147,.482,-7.89,-6.45,0,1,0,Cleveland State Wright State,Cleveland State
2121,25,Western Athletic Conference,9,92,89,.508,-8.08,-3.22,0,1,0,Grand Canyon Utah Valley,Grand Canyon
2121,26,Ohio Valley Conference,12,162,162,.500,-8.18,-6.79,0,1,0,Belmont,Morehead State
2121,27,Northeast Conference,10,96,109,.468,-8.72,-7.37,0,1,0,Wagner,Mount St. Mary's
2121,28,Big South Conference,11,123,146,.457,-8.72,-7.14,0,1,0,Winthrop,Winthrop
2121,29,Southland Conference,13,150,180,.455,-10.87,-7.02,0,1,0,Nicholls State,Abilene Christian
2121,30,Mid-Eastern Athletic Conference,9,69,97,.416,-14.55,-7.62,0,1,0,Coppin State (Northern) Norfolk State (Northern) North Carolina A&T (Southern),Norfolk State
2121,31,Southwest Athletic Conference,10,87,122,.416,-17.68,-12.11,0,1,0,Prairie View,Texas Southern
2121,32,Ivy League,8,0,0,,,,0,0,0,,
2022,1,Big 12 Conference,10,217,126,.633,15.54,9.75,1,6,1,Baylor Kansas,Kansas
2022,2,Southeastern Conference,14,283,196,.591,12.34,8.45,0,6,0,Auburn,Tennessee
2022,3,Big Ten Conference,14,271,193,.584,11.92,8.60,1,9,0,Illinois Wisconsin,Iowa
2022,4,Big East Conference,11,218,148,.596,11.22,8.16,0,6,1,Providence,Villanova
2022,5,Pac-12 Conference,12,222,178,.555,9.49,7.35,1,3,0,Arizona,Arizona
2022,6,Atlantic Coast Conference,15,290,224,.564,9.04,6.78,0,5,2,Duke,Virginia Tech
2022,7,American Athletic Conference,11,194,151,.562,7.32,4.95,0,2,0,Houston,Houston
2022,8,Mountain West Conference,11,204,153,.571,5.83,4.18,0,4,0,Boise State,Boise State
2022,9,West Coast Conference,10,183,141,.565,5.14,3.26,0,3,0,Gonzaga,Gonzaga
2022,10,Atlantic 10 Conference,14,243,208,.539,3.46,2.30,0,2,0,Davidson,Richmond
2022,11,Missouri Valley Conference,10,170,153,.526,2.66,1.53,0,1,0,Northern Iowa,Loyola (IL)
2022,12,Conference USA,14,250,214,.539,-0.35,-0.62,0,1,0,Middle Tennessee (East) North Texas (West),UAB
2022,13,Southern Conference,10,177,148,.545,-1.71,-1.51,0,1,0,Chattanooga,Chattanooga
2022,14,Colonial Athletic Association,10,166,156,.516,-2.20,-1.33,0,1,0,Towson UNC Wilmington,Delaware
2022,15,Western Athletic Conference,13,221,197,.529,-2.58,-1.70,0,1,0,New Mexico State Seattle Stephen F. Austin,New Mexico State
2022,16,Metro Atlantic Athletic Conference,11,180,169,.516,-3.28,-2.96,0,1,0,Iona,Saint Peter's
2022,17,Big West Conference,11,155,158,.495,-3.65,-2.45,0,1,0,Long Beach State,Cal State Fullerton
2022,18,Sun Belt Conference,12,198,169,.540,-3.69,-2.41,0,1,0,Texas State,Georgia State
2022,19,Ivy League,8,108,113,.489,-4.30,-2.82,0,1,0,Princeton,Yale
2022,20,Mid-American Conference,12,192,191,.501,-5.01,-3.39,0,1,0,Toledo,Akron
2022,21,Atlantic Sun Conference,12,188,192,.495,-5.90,-3.28,0,1,0,Liberty (East) Jacksonville State (West),Bellarmine
2022,22,Ohio Valley Conference,10,154,165,.483,-5.92,-3.92,0,1,0,Murray State,Murray State
2022,23,Summit League,10,158,158,.500,-6.69,-4.83,0,1,0,South Dakota State,South Dakota State
2022,24,Big South Conference,12,179,194,.480,-7.32,-4.58,0,1,0,Longwood (North) Winthrop (South),Longwood
2022,25,Big Sky Conference,11,179,181,.497,-7.38,-5.05,0,1,0,Montana State,Montana State
2022,26,America East Conference,10,148,158,.484,-8.15,-6.26,0,1,0,Vermont,Vermont
2022,27,Horizon League,12,176,205,.462,-8.22,-5.83,0,1,0,Cleveland State Purdue-Fort Wayne,Wright State
2022,28,Patriot League,10,146,174,.456,-9.62,-7.19,0,1,0,Colgate,Colgate
2022,29,Southland Conference,8,119,141,.458,-10.58,-5.90,0,1,0,Nicholls State,Texas A&M-Corpus Christi
2022,30,Northeast Conference,10,128,169,.431,-10.96,-7.54,0,1,0,Bryant,Bryant
2022,31,Mid-Eastern Athletic Conference,8,106,131,.447,-12.03,-7.67,0,1,0,Norfolk State,Norfolk State
2022,32,Southwest Athletic Conference,12,137,229,.374,-12.03,-5.86,0,1,0,Alcorn State,Texas Southern
2023,1,Big 12 Conference,10,199,114,.636,16.53,10.62,0,0,0,Kansas,
2023,2,Big Ten Conference,14,256,178,.590,13.00,8.77,0,0,0,Purdue,
2023,3,Southeastern Conference,14,261,177,.596,11.79,7.79,0,0,0,Alabama,
2023,4,Big East Conference,11,195,150,.565,11.39,7.97,0,0,0,Marquette,
2023,5,Pac-12 Conference,12,208,172,.547,11.11,8.25,0,0,0,UCLA,
2023,6,Mountain West Conference,11,202,141,.589,8.93,6.12,0,0,0,San Diego State,
2023,7,Atlantic Coast Conference,15,267,209,.561,7.62,5.43,0,0,0,Miami (FL) Virginia,
2023,8,West Coast Conference,10,184,141,.566,7.18,5.27,0,0,0,Gonzaga Saint Mary's (CA),Gonzaga
2023,9,American Athletic Conference,11,184,151,.549,6.78,4.21,0,0,0,Houston,
2023,10,Conference USA,11,200,148,.575,2.25,0.89,0,0,0,Florida Atlantic,
2023,11,Atlantic 10 Conference,15,254,220,.536,1.71,0.62,0,0,0,,
2023,12,Western Athletic Conference,13,224,177,.559,1.03,1.15,0,0,0,Utah Valley,
2023,13,Sun Belt Conference,14,249,207,.546,-0.65,-1.08,0,0,0,Southern Mississippi,Louisiana
2023,14,Big West Conference,11,178,169,.513,-1.30,-0.66,0,0,0,UC Irvine UC Santa Barbara,
2023,15,Missouri Valley Conference,12,205,186,.524,-1.35,-1.47,0,0,0,Bradley,Drake
2023,16,Ivy League,8,118,104,.532,-1.59,-2.43,0,0,0,Princeton Yale,
2023,17,Mid-American Conference,12,187,186,.501,-2.86,-1.89,0,0,0,Toledo,
2023,18,Big Sky Conference,10,153,171,.472,-2.97,-1.25,0,0,0,Eastern Washington,Montana State
2023,19,Southern Conference,10,164,164,.500,-4.30,-3.50,0,0,0,Furman Samford,Furman
2023,20,Atlantic Sun Conference,14,235,212,.526,-4.59,-2.71,0,0,0,Kennesaw State Liberty,Kennesaw State
2023,21,Summit League,10,160,162,.497,-4.90,-2.79,0,0,0,Oral Roberts,Oral Roberts
2023,22,Metro Atlantic Athletic Conference,11,166,172,.491,-5.11,-4.43,0,0,0,Iona,
2023,23,Big South Conference,10,157,164,.489,-6.03,-4.64,0,0,0,UNC Asheville,UNC Asheville
2023,24,Horizon League,11,174,186,.483,-6.05,-4.26,0,0,0,Youngstown State,Northern Kentucky
2023,25,Colonial Athletic Association,13,204,220,.481,-6.30,-3.86,0,0,0,College of Charleston Hofstra,College of Charleston
2023,26,America East Conference,9,139,140,.498,-6.84,-5.44,0,0,0,Vermont,
2023,27,Patriot League,10,155,168,.480,-7.50,-6.31,0,0,0,Colgate,Colgate
2023,28,Ohio Valley Conference,10,158,166,.488,-9.51,-6.78,0,0,0,Morehead State,Southeast Missouri State
2023,29,Mid-Eastern Athletic Conference,8,110,132,.455,-9.69,-5.03,0,0,0,Howard,
2023,30,Southland Conference,10,146,176,.453,-10.68,-6.52,0,0,0,Texas A&M-Corpus Christi,Texas A&M-Corpus Christi
2023,31,Southwest Athletic Conference,12,151,224,.403,-11.50,-5.64,0,0,0,Alcorn State,
2023,32,Northeast Conference,9,122,160,.433,-14.38,-9.80,0,0,0,Merrimack,Merrimack
2023,33,Independent,2,16,43,.271,-16.92,-5.45,0,0,0,,